course_id,corequisite_course_id
4eb4b5a6-cf13-421e-b0bf-2f84af967bb1,e5b49aee-095a-41a3-ab73-0fe95ce60a5f
e5b49aee-095a-41a3-ab73-0fe95ce60a5f,4eb4b5a6-cf13-421e-b0bf-2f84af967bb1
780ec1f0-ae8a-4142-bc45-a64d50e12745,f550f61c-9e57-4877-89cb-4ddcce53bfea
f550f61c-9e57-4877-89cb-4ddcce53bfea,780ec1f0-ae8a-4142-bc45-a64d50e12745
54ebb844-d82d-4706-a257-ef9ec5bc1189,8c0929b7-a845-4387-b4fa-195c6f3e241b
8c0929b7-a845-4387-b4fa-195c6f3e241b,54ebb844-d82d-4706-a257-ef9ec5bc1189
ce28908b-d491-42af-b292-73f2bf849a7c,3cc93c83-ffad-4b1c-ab9b-df827e045ce6
3cc93c83-ffad-4b1c-ab9b-df827e045ce6,ce28908b-d491-42af-b292-73f2bf849a7c
ccf13580-f253-49d5-a677-d233f58dbbc8,f017e7c8-67fe-4bce-9cda-7acfe0e00f0d
ccf13580-f253-49d5-a677-d233f58dbbc8,4051d04e-b0aa-4e2c-a188-1b34a3ab1d2a
ccf13580-f253-49d5-a677-d233f58dbbc8,f67b8497-1b86-4799-a8a0-281feeb1d679
ccf13580-f253-49d5-a677-d233f58dbbc8,9ea8a94a-0e9d-4c70-be75-c29166a6fe49
ccf13580-f253-49d5-a677-d233f58dbbc8,c1a2b2b8-5a69-47ce-bf58-55e084ae908f
ccf13580-f253-49d5-a677-d233f58dbbc8,9a15ab4a-bce1-44e4-8250-be25bd17540e
ccf13580-f253-49d5-a677-d233f58dbbc8,130c6848-8fb2-4b8d-9209-7764587ecc77
ccf13580-f253-49d5-a677-d233f58dbbc8,6aa4dc72-e85f-468e-b4f3-fc72f755432d
ccf13580-f253-49d5-a677-d233f58dbbc8,68beea3c-d5b1-435a-b4a5-95e2d513090b
ccf13580-f253-49d5-a677-d233f58dbbc8,13e35c7d-5332-46f3-b402-2b10cf3d62de
ccf13580-f253-49d5-a677-d233f58dbbc8,d1c6a063-37e9-4643-a0af-efdcd495c9f7
ccf13580-f253-49d5-a677-d233f58dbbc8,472e76ca-6a15-4914-9da9-d3161d6494ff
ccf13580-f253-49d5-a677-d233f58dbbc8,8d53ebb9-46ee-4b6b-8b19-abdcac12c5d5
ccf13580-f253-49d5-a677-d233f58dbbc8,77aee2ac-0535-438d-983d-d4562714d471
ccf13580-f253-49d5-a677-d233f58dbbc8,63eb5997-e1be-4c2e-83b6-9db8b62fb3a0
ccf13580-f253-49d5-a677-d233f58dbbc8,856b17b2-5e80-46b7-af52-abdf3bcb9921
ccf13580-f253-49d5-a677-d233f58dbbc8,5d664127-aace-4ef6-8a65-71156e2a9e57
ccf13580-f253-49d5-a677-d233f58dbbc8,63c6b9b3-579c-4f61-8d44-f64f447477d6
ccf13580-f253-49d5-a677-d233f58dbbc8,99178a16-99fb-4315-a362-1bc7469acd25
ccf13580-f253-49d5-a677-d233f58dbbc8,8a4514ca-711c-4f93-ac75-051b37910b17
ccf13580-f253-49d5-a677-d233f58dbbc8,3dd995a4-97e6-4a70-bd94-911320dba7ae
ccf13580-f253-49d5-a677-d233f58dbbc8,40df9bf6-7530-46f9-97d2-9cc55c334083
ccf13580-f253-49d5-a677-d233f58dbbc8,ba051abd-6317-4dda-833e-78905b084cfa
ccf13580-f253-49d5-a677-d233f58dbbc8,0725e444-f2a8-409f-b344-9dc81d2f38cb
ccf13580-f253-49d5-a677-d233f58dbbc8,46ba0032-29b4-4f2d-b3df-6908db3c4594
ccf13580-f253-49d5-a677-d233f58dbbc8,a23a8316-1758-4beb-ba37-711b3d6c91fd
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,276b8e4f-bbdf-42e0-a376-4f3c227b665e
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,416d6f82-9847-4c48-b77c-3c43540acfcc
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,329013c9-cd34-493b-9aae-21bfe827b934
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,2a35fb1e-3497-4ec3-924f-6d0194d69cda
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,d7eaeae6-0137-4a9a-82a1-ba836fc9758a
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,8a8a9c8e-54ae-456e-867d-a1456c08fcbd
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,77f8d419-9c83-43b6-bed8-b3d67b24fb30
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,cc3d7fa0-819a-4fbb-baa6-0b406114e512
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,5c053710-38a2-46ee-930f-296630af8b2e
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,cda36f79-c95a-4d71-ab27-6bd2ca797d0c
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,d10f4744-74e5-4ff9-b53e-d8e69c96190b
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,9b7572df-8e9a-4b4d-ac34-213011969a73
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,ef47b2fa-645a-4e0f-861e-fef017c38fe9
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,2c5c1389-f026-459b-bba4-490017f64a8f
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,c73d78eb-f4cd-4a80-a727-7d43837d3437
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,d7d3aac5-fe25-464d-8761-6d1ba6957aad
bd18f429-fd88-4dc7-acbe-40d81ecdff3a,d0fb6a08-ce43-4208-9141-2d1b7e2df3f5
5a8a9ba8-74ee-4057-a138-11456652e061,612c1dc6-b028-485e-bd70-8a7f823fe7a0
5a8a9ba8-74ee-4057-a138-11456652e061,f3caafd5-93c4-42b0-8781-de0bd8c1f9f6
5a8a9ba8-74ee-4057-a138-11456652e061,fe2b662c-1c8c-4e16-9ee2-42988290a05b
5a8a9ba8-74ee-4057-a138-11456652e061,d4fb8330-0a3c-44a6-8d4f-69f51dacd4cb
5a8a9ba8-74ee-4057-a138-11456652e061,e9214375-1ede-4b62-9596-ae494ed5c6ed
f017e7c8-67fe-4bce-9cda-7acfe0e00f0d,ccf13580-f253-49d5-a677-d233f58dbbc8
4051d04e-b0aa-4e2c-a188-1b34a3ab1d2a,ccf13580-f253-49d5-a677-d233f58dbbc8
f67b8497-1b86-4799-a8a0-281feeb1d679,ccf13580-f253-49d5-a677-d233f58dbbc8
f67b8497-1b86-4799-a8a0-281feeb1d679,8f0b7b70-f255-449b-979c-b5141d21b997
8f0b7b70-f255-449b-979c-b5141d21b997,f67b8497-1b86-4799-a8a0-281feeb1d679
9ea8a94a-0e9d-4c70-be75-c29166a6fe49,ccf13580-f253-49d5-a677-d233f58dbbc8
9ea8a94a-0e9d-4c70-be75-c29166a6fe49,46a1f9cb-0d9d-43e8-ab22-c18be24b5f93
46a1f9cb-0d9d-43e8-ab22-c18be24b5f93,9ea8a94a-0e9d-4c70-be75-c29166a6fe49
c1a2b2b8-5a69-47ce-bf58-55e084ae908f,ccf13580-f253-49d5-a677-d233f58dbbc8
9a15ab4a-bce1-44e4-8250-be25bd17540e,ccf13580-f253-49d5-a677-d233f58dbbc8
130c6848-8fb2-4b8d-9209-7764587ecc77,ccf13580-f253-49d5-a677-d233f58dbbc8
6aa4dc72-e85f-468e-b4f3-fc72f755432d,ccf13580-f253-49d5-a677-d233f58dbbc8
68beea3c-d5b1-435a-b4a5-95e2d513090b,ccf13580-f253-49d5-a677-d233f58dbbc8
65ef8729-961f-4252-9e6a-b2ed68df5c81,ed82014d-f243-463b-8d4a-464b749e1381
502c7685-c4db-48dc-9cbd-05dc474bd704,671af220-cd39-41b2-991c-574a8e093210
ed82014d-f243-463b-8d4a-464b749e1381,65ef8729-961f-4252-9e6a-b2ed68df5c81
671af220-cd39-41b2-991c-574a8e093210,502c7685-c4db-48dc-9cbd-05dc474bd704
b68056f8-24c1-41f7-a3f9-90a6d2a8fe22,cfbf3c5a-6994-4c0a-b1b3-d5bda55f7155
cfbf3c5a-6994-4c0a-b1b3-d5bda55f7155,b68056f8-24c1-41f7-a3f9-90a6d2a8fe22
ae8ee524-52f1-4263-8f49-aac7b9db1e2d,c4c8173d-2be7-4c92-b0c3-a10c8ea4e0c8
c4c8173d-2be7-4c92-b0c3-a10c8ea4e0c8,ae8ee524-52f1-4263-8f49-aac7b9db1e2d
f1007eb8-dd22-44c3-9f05-b019c0fdcd88,fb1408e4-0b1e-431c-acc5-f32516788f65
fb1408e4-0b1e-431c-acc5-f32516788f65,f1007eb8-dd22-44c3-9f05-b019c0fdcd88
13e35c7d-5332-46f3-b402-2b10cf3d62de,ccf13580-f253-49d5-a677-d233f58dbbc8
d1c6a063-37e9-4643-a0af-efdcd495c9f7,ccf13580-f253-49d5-a677-d233f58dbbc8
472e76ca-6a15-4914-9da9-d3161d6494ff,ccf13580-f253-49d5-a677-d233f58dbbc8
8d53ebb9-46ee-4b6b-8b19-abdcac12c5d5,ccf13580-f253-49d5-a677-d233f58dbbc8
77aee2ac-0535-438d-983d-d4562714d471,ccf13580-f253-49d5-a677-d233f58dbbc8
63eb5997-e1be-4c2e-83b6-9db8b62fb3a0,ccf13580-f253-49d5-a677-d233f58dbbc8
e0ea539b-2d93-4361-8f86-63746a45f703,83a938d4-618f-4a0b-b5b7-b9c84fc27e04
83a938d4-618f-4a0b-b5b7-b9c84fc27e04,e0ea539b-2d93-4361-8f86-63746a45f703
612c1dc6-b028-485e-bd70-8a7f823fe7a0,5a8a9ba8-74ee-4057-a138-11456652e061
856b17b2-5e80-46b7-af52-abdf3bcb9921,ccf13580-f253-49d5-a677-d233f58dbbc8
5d664127-aace-4ef6-8a65-71156e2a9e57,ccf13580-f253-49d5-a677-d233f58dbbc8
f3caafd5-93c4-42b0-8781-de0bd8c1f9f6,5a8a9ba8-74ee-4057-a138-11456652e061
87ddcd7c-07f0-4817-8246-aeca359e3b80,fe2b662c-1c8c-4e16-9ee2-42988290a05b
fe2b662c-1c8c-4e16-9ee2-42988290a05b,5a8a9ba8-74ee-4057-a138-11456652e061
fe2b662c-1c8c-4e16-9ee2-42988290a05b,87ddcd7c-07f0-4817-8246-aeca359e3b80
0bd2b482-bb37-4d21-a26d-10b76e9b8009,d4fb8330-0a3c-44a6-8d4f-69f51dacd4cb
acf636c7-7b04-4de2-872e-86231c3d32c4,99178a16-99fb-4315-a362-1bc7469acd25
928508a7-242b-4f74-bae4-1bcfcc525dfd,8a4514ca-711c-4f93-ac75-051b37910b17
dccd68b2-6bd2-4ac7-bc76-0d7698184e22,e9214375-1ede-4b62-9596-ae494ed5c6ed
f1d1b8e5-9331-4587-a7b3-402a0c5ba3b3,40df9bf6-7530-46f9-97d2-9cc55c334083
d4fb8330-0a3c-44a6-8d4f-69f51dacd4cb,5a8a9ba8-74ee-4057-a138-11456652e061
d4fb8330-0a3c-44a6-8d4f-69f51dacd4cb,0bd2b482-bb37-4d21-a26d-10b76e9b8009
e9214375-1ede-4b62-9596-ae494ed5c6ed,5a8a9ba8-74ee-4057-a138-11456652e061
e9214375-1ede-4b62-9596-ae494ed5c6ed,dccd68b2-6bd2-4ac7-bc76-0d7698184e22
63c6b9b3-579c-4f61-8d44-f64f447477d6,ccf13580-f253-49d5-a677-d233f58dbbc8
99178a16-99fb-4315-a362-1bc7469acd25,ccf13580-f253-49d5-a677-d233f58dbbc8
99178a16-99fb-4315-a362-1bc7469acd25,acf636c7-7b04-4de2-872e-86231c3d32c4
99178a16-99fb-4315-a362-1bc7469acd25,56b39263-5388-4e1b-93bd-a9d5ff30b09a
8a4514ca-711c-4f93-ac75-051b37910b17,ccf13580-f253-49d5-a677-d233f58dbbc8
8a4514ca-711c-4f93-ac75-051b37910b17,928508a7-242b-4f74-bae4-1bcfcc525dfd
3dd995a4-97e6-4a70-bd94-911320dba7ae,ccf13580-f253-49d5-a677-d233f58dbbc8
40df9bf6-7530-46f9-97d2-9cc55c334083,ccf13580-f253-49d5-a677-d233f58dbbc8
40df9bf6-7530-46f9-97d2-9cc55c334083,f1d1b8e5-9331-4587-a7b3-402a0c5ba3b3
276b8e4f-bbdf-42e0-a376-4f3c227b665e,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
416d6f82-9847-4c48-b77c-3c43540acfcc,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
329013c9-cd34-493b-9aae-21bfe827b934,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
66657455-0126-4ede-b710-4a1fdac6a325,48486bde-bbc0-4341-a162-6a0ef92e44f2
2a35fb1e-3497-4ec3-924f-6d0194d69cda,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
d7eaeae6-0137-4a9a-82a1-ba836fc9758a,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
ba051abd-6317-4dda-833e-78905b084cfa,ccf13580-f253-49d5-a677-d233f58dbbc8
0725e444-f2a8-409f-b344-9dc81d2f38cb,ccf13580-f253-49d5-a677-d233f58dbbc8
46ba0032-29b4-4f2d-b3df-6908db3c4594,ccf13580-f253-49d5-a677-d233f58dbbc8
56b39263-5388-4e1b-93bd-a9d5ff30b09a,99178a16-99fb-4315-a362-1bc7469acd25
8a8a9c8e-54ae-456e-867d-a1456c08fcbd,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
77f8d419-9c83-43b6-bed8-b3d67b24fb30,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
cc3d7fa0-819a-4fbb-baa6-0b406114e512,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
c3ad7b08-22e5-45f6-ad4d-a2d3979c57cc,6945c107-e7e5-47e8-852e-5efc924bb0f7
c3ad7b08-22e5-45f6-ad4d-a2d3979c57cc,b00e17ac-64a2-4890-b030-13c365941c72
6945c107-e7e5-47e8-852e-5efc924bb0f7,c3ad7b08-22e5-45f6-ad4d-a2d3979c57cc
b00e17ac-64a2-4890-b030-13c365941c72,c3ad7b08-22e5-45f6-ad4d-a2d3979c57cc
fb9b8628-4c28-4bc6-a421-8f674747c363,4dd44079-3ca2-48ab-ae3c-24420e573a8b
fb9b8628-4c28-4bc6-a421-8f674747c363,edb4a78e-2033-40e5-8c2d-48bafad3c0d8
4dd44079-3ca2-48ab-ae3c-24420e573a8b,fb9b8628-4c28-4bc6-a421-8f674747c363
edb4a78e-2033-40e5-8c2d-48bafad3c0d8,fb9b8628-4c28-4bc6-a421-8f674747c363
5c053710-38a2-46ee-930f-296630af8b2e,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
535b1eae-ad48-4b7f-870d-6fcdc951ea5d,6d780446-a4e2-413a-806e-0554b551a6df
6d780446-a4e2-413a-806e-0554b551a6df,535b1eae-ad48-4b7f-870d-6fcdc951ea5d
367155f3-bc97-4e03-99b0-a6497a1e1eac,f3d769bf-09ba-4e9d-af99-a2ccd075fb71
75faba95-4ad4-480f-90bb-8d47bdede210,1a97500e-6a58-4349-8d8c-4165258f7111
f3d769bf-09ba-4e9d-af99-a2ccd075fb71,367155f3-bc97-4e03-99b0-a6497a1e1eac
1a97500e-6a58-4349-8d8c-4165258f7111,75faba95-4ad4-480f-90bb-8d47bdede210
1dc5fdc4-b341-4e69-aa75-7d4edbbff634,8a4ee0f8-a023-4726-82f3-2b16cc50ed75
8a4ee0f8-a023-4726-82f3-2b16cc50ed75,1dc5fdc4-b341-4e69-aa75-7d4edbbff634
cda36f79-c95a-4d71-ab27-6bd2ca797d0c,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
d10f4744-74e5-4ff9-b53e-d8e69c96190b,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
d20419e2-d790-419e-8682-1aec1a7af3c6,dd3934aa-b0bf-4099-a1c0-acf4a69a60b3
dd3934aa-b0bf-4099-a1c0-acf4a69a60b3,d20419e2-d790-419e-8682-1aec1a7af3c6
9b7572df-8e9a-4b4d-ac34-213011969a73,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
a23a8316-1758-4beb-ba37-711b3d6c91fd,ccf13580-f253-49d5-a677-d233f58dbbc8
ef47b2fa-645a-4e0f-861e-fef017c38fe9,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
2c5c1389-f026-459b-bba4-490017f64a8f,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
c73d78eb-f4cd-4a80-a727-7d43837d3437,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
5fc379e5-3847-43dd-9a81-ae0ec70d8416,3762f6ad-3367-4bb7-887f-f5c76d9180ac
3762f6ad-3367-4bb7-887f-f5c76d9180ac,5fc379e5-3847-43dd-9a81-ae0ec70d8416
48486bde-bbc0-4341-a162-6a0ef92e44f2,66657455-0126-4ede-b710-4a1fdac6a325
6c4271e3-d6db-4b36-b676-cf10311dd154,cd92b3d7-17fd-453c-b223-f3ee7cbb9988
cd92b3d7-17fd-453c-b223-f3ee7cbb9988,6c4271e3-d6db-4b36-b676-cf10311dd154
d7d3aac5-fe25-464d-8761-6d1ba6957aad,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
d0fb6a08-ce43-4208-9141-2d1b7e2df3f5,bd18f429-fd88-4dc7-acbe-40d81ecdff3a
5963ae80-fca6-4791-ba91-6fac31e1e303,3127f1a9-ddad-4909-808b-795dcc23a079
3127f1a9-ddad-4909-808b-795dcc23a079,5963ae80-fca6-4791-ba91-6fac31e1e303
525a812b-199c-458f-833d-450dc40001ba,4df5f4c0-0244-4084-b6f1-869ebca31310
4df5f4c0-0244-4084-b6f1-869ebca31310,525a812b-199c-458f-833d-450dc40001ba
b94b416c-2ac2-4a2e-851b-1a4c9c4dad4e,f15d38b2-fa03-4045-a592-8c76e5498c02
f15d38b2-fa03-4045-a592-8c76e5498c02,b94b416c-2ac2-4a2e-851b-1a4c9c4dad4e
43dc8c07-4b6e-4dfd-9172-01e2736f42c9,2b791640-b917-431d-b775-f668a275278b
2b791640-b917-431d-b775-f668a275278b,43dc8c07-4b6e-4dfd-9172-01e2736f42c9
4d2a4f45-d9ad-4ea2-b85a-769c304c3821,8f01329f-7298-469b-a00f-48de430358d5
5be1bea7-6497-4b57-8a9c-1c94c5553b62,529c0dae-c52e-4510-ba2d-ca057eaa958c
8f01329f-7298-469b-a00f-48de430358d5,4d2a4f45-d9ad-4ea2-b85a-769c304c3821
529c0dae-c52e-4510-ba2d-ca057eaa958c,5be1bea7-6497-4b57-8a9c-1c94c5553b62
1487d9b8-0af5-42ca-90a0-6b4be5f07d79,a8bb4437-eb12-428a-b13a-5283f5f3eb15
a8bb4437-eb12-428a-b13a-5283f5f3eb15,1487d9b8-0af5-42ca-90a0-6b4be5f07d79
52d9336a-2237-4114-8863-3bb5bc6313ce,90e286ed-648f-4dd1-8f35-1c56f529c92b
90e286ed-648f-4dd1-8f35-1c56f529c92b,52d9336a-2237-4114-8863-3bb5bc6313ce
